
New FLIGHT DATA

0.663225	-0.165806	8000	0	0
0.663225	-0.165819	8000	250.02	0.00129271
0.663225	-0.165832	8000	250.02	0.00126983
0.663225	-0.165845	8000	250.02	0.0012683
0.663225	-0.165857	8000	250.02	0.00124542
0.663225	-0.16587	8000	250.02	0.00121947
0.663225	-0.165883	8000	250.02	0.001221
0.663225	-0.165896	8000	250.02	0.00119506
0.663225	-0.165908	8000	250.02	0.00119659
0.663225	-0.165921	8000	250.02	0.00117064
0.663225	-0.165934	8000	250.02	0.00117215
0.663225	-0.165947	8000	250.02	0.00114625
0.663225	-0.165959	8000	250.02	0.00114623
0.663225	-0.165972	8000	250.02	0.00112335
0.663225	-0.165985	8000	250.02	0.00112182
0.663226	-0.165998	8000	250.02	0.00109893
0.663226	-0.16601	8000	250.02	0.0010974
0.663226	-0.166023	8000	250.02	0.00107452
0.663226	-0.166036	8000	250.02	0.00107299
0.663226	-0.166049	8000	250.02	0.00105008
0.663226	-0.166062	8000.01	250.02	0.00104859
0.663226	-0.166074	8000.01	250.02	0.00102567
0.663226	-0.166087	8000.01	250.02	0.00102418
0.663226	-0.1661	8000.01	250.02	0.00102416
0.663226	-0.166113	8000.01	250.02	0.00100127
0.663226	-0.166125	8000.01	250.02	0.000999746
0.663226	-0.166138	8000.01	250.02	0.00100126
0.663226	-0.166151	8000.01	250.02	0.000975351
0.663226	-0.166164	8000.01	250.02	0.000976842
0.663226	-0.166176	8000.01	250.02	0.00097535
0.663226	-0.166189	8000.01	250.02	0.000952428
0.663226	-0.166202	8000.01	250.02	0.000950917
0.663226	-0.166215	8000.01	250.02	0.000952446
0.663226	-0.166227	8000.01	250.02	0.000926503
0.663226	-0.16624	8000.01	250.02	0.000928032
0.663226	-0.166253	8000.01	250.02	0.000926503
0.663226	-0.166266	8000.01	250.02	0.000902108
0.663226	-0.166278	8000.01	250.02	0.000903599
0.663226	-0.166291	8000.01	250.02	0.000902089
0.663226	-0.166304	8000.01	250.02	0.000903618
0.663226	-0.166317	8000.01	250.02	0.000877675
0.663226	-0.16633	8000.01	250.02	0.000879203
0.663226	-0.166342	8000.01	250.02	0.000877675
0.663226	-0.166355	8000.01	250.02	0.000879185
0.663226	-0.166368	8000.01	250.02	0.000853279
0.663226	-0.166381	8000.01	250.02	0.000854771
0.663226	-0.166393	8000.01	250.02	0.000853279
0.663226	-0.166406	8000.01	250.02	0.000853261
0.663226	-0.166419	8000.01	250.02	0.000854771
0.663226	-0.166432	8000.01	250.02	0.000828865
0.663226	-0.166444	8000.01	250.02	0.000830357
0.663226	-0.166457	8000.01	250.02	0.000828847
